QGC WPL 110
0	1	0	16	0	0	0	0	46.6143903	142.8119693	69.190000	1
1	0	3	22	0.00000000	0.00000000	0.00000000	0.00000000	46.61438960	142.81197000	1.500000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61410250	142.81191030	1.500000	1
3	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61411780	142.81177680	1.500000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61429640	142.81180170	1.500000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61431000	142.81169170	1.500000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61413220	142.81164810	1.500000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61414070	142.81151500	1.500000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61442630	142.81157740	1.500000	1
9	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61442630	142.81157740	0.700000	1
10	0	0	183	5.00000000	1200.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
11	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61442630	142.81157740	1.500000	1
12	0	0	183	5.00000000	1800.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
13	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61438990	142.81196060	1.500000	1
14	0	3	21	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.000000	1
